PhraseId,SentenceId,Phrase,Sentiment
139476,7567,A fascinating documentary that provides a rounded and revealing overview of this ancient holistic healing system,4
139494,7568,"The action scenes have all the suspense of a 20-car pileup , while the plot holes are big enough for a train car to drive through -- if Kaos had n't blown them all up .",0
139525,7569,It is refreshingly undogmatic about its characters .,4
139532,7570,"Things really get weird , though not particularly scary : the movie is all portent and no content .",1
139550,7571,"The cast ... keeps this pretty watchable , and casting Mick Jagger as director of the escort service was inspired .",3
139569,7572,Mildly amusing .,2
139570,7573,"Leave it to John Sayles to take on developers , the Chamber of Commerce , tourism , historical pageants , and commercialism all in the same movie ... without neglecting character development for even one minute .",4
139603,7574,One ca n't deny its seriousness and quality .,3
139611,7575,"Any intellectual arguments being made about the nature of God are framed in a drama so clumsy , there is a real danger less sophisticated audiences will mistake it for an endorsement of the very things that Bean abhors .",2
139649,7576,An entertaining mix of period drama and flat-out farce that should please history fans .,3
139664,7577,What saves this deeply affecting film from being merely a collection of wrenching cases is Corcuera 's attention to detail .,3
139684,7578,"From the dull , surreal ache of mortal awareness emerges a radiant character portrait .",3
139699,7579,Refreshing .,4
139700,7580,"An ill-conceived jumble that 's not scary , not smart and not engaging .",1
139712,7581,"This breezy caper movie becomes a soulful , incisive meditation on the way we were , and the way we are .",3
139731,7582,Too bad none of it is funny .,0
139735,7583,"While Solondz tries and tries hard , Storytelling fails to provide much more insight than the inside column of a torn book jacket .",1
139759,7584,"Literary purists may not be pleased , but as far as mainstream matinee-style entertainment goes , it does a bang-up job of pleasing the crowds .",4
139786,7585,"But on the whole , you 're gonna like this movie .",3
139795,7586,For dance completists only .,0
139800,7587,"The movie obviously seeks to re-create the excitement of such '50s flicks as Jules Verne 's ' 20,000 Leagues Under the Sea ' and the George Pal version of H.G. Wells ' ` The Time Machine . '",2
139838,7588,There 's so much to look at in Metropolis you hate to tear your eyes away from the images long enough to read the subtitles .,4
139861,7589,"More timely than its director could ever have dreamed , this quietly lyrical tale probes the ambiguous welcome extended by Iran to the Afghani refugees who streamed across its borders , desperate for work and food .",4
139897,7590,"What Lee does so marvelously compelling is present Brown as a catalyst for the struggle of black manhood in restrictive and chaotic America ... sketchy but nevertheless gripping portrait of Jim Brown , a celebrated wonder in the spotlight",3
139933,7591,"The film has a kind of hard , cold effect .",1
139941,7592,"Beneath the film 's obvious determination to shock at any cost lies considerable skill and determination , backed by sheer nerve .",3
139960,7593,"But then again , I hate myself most mornings .",1
139969,7594,How about surprising us by trying something new ?,0
139976,7595,"Katz 's documentary does n't have much panache , but with material this rich it does n't need it .",3
139993,7596,"Sweet Home Alabama is one dumb movie , but its stupidity is so relentlessly harmless that it almost wins you over in the end .",2
140012,7597,A polished and vastly entertaining caper film that puts the sting back into the con .,3
140025,7598,Most folks with a real stake in the American sexual landscape will find it either moderately amusing or just plain irrelevant .,2
140046,7599,"Even though it 's common knowledge that Park and his founding partner , Yong Kang , lost Kozmo in the end , you ca n't help but get caught up in the thrill of the company 's astonishing growth .",3
140079,7600,This is the kind of movie where people who have never picked a lock do so easily after a few tries and become expert fighters after a few weeks .,1
140103,7601,When the violence actually shocked ?,2
140107,7602,The extent to which it succeeds is impressive .,3
140112,7603,Too many improbabilities and rose-colored situations temper what could 've been an impacting film .,2
140129,7604,Like other great documentaries ... this goes after one truth -LRB- the Ford administration 's complicity in tearing ` orphans ' from their mothers -RRB- and stumbles upon others even more compelling .,2
140164,7605,"Then again , in a better movie , you might not have noticed .",0
140175,7606,Take nothing seriously and enjoy the ride .,3
140181,7607,-LRB- Seems -RRB- even more uselessly redundant and shamelessly money-grubbing than most third-rate horror sequels .,1
140198,7608,Reign of Fire just might go down as one of the all-time great apocalypse movies .,3
140211,7609,"O Fantasma is boldly , confidently orchestrated , aesthetically and sexually , and its impact is deeply and rightly disturbing .",3
140233,7610,"It 's soulful and unslick , and that 's apparently just what -LRB- Aniston -RRB- has always needed to grow into a movie career .",4
140255,7611,Entertaining but like shooting fish in a barrel .,2
140263,7612,The original was n't a good movie but this remake makes it look like a masterpiece !,0
140273,7613,"One of those based-on-truth stories that persuades you , with every scene , that it could never really have happened this way .",2
140294,7614,"Not too fancy , not too filling , not too fluffy , but definitely tasty and sweet .",3
140311,7615,"For all the wit and hoopla , Festival In Cannes offers rare insight into the structure of relationships .",3
140327,7616,"The tonal shifts are jolting , and though Wen 's messages are profound and thoughtfully delivered , more thorough transitions would have made the film more cohesive .",2
140354,7617,"It 's all stitched together with energy , intelligence and verve , enhanced by a surplus of vintage archive footage .",4
140374,7618,"The soupy end result has the odd distinction of being playful without being fun , too .",2
140390,7619,"Seagal , who looks more like Danny Aiello these days , mumbles his way through the movie .",0
140405,7620,"The acting , for the most part , is terrific , although the actors must struggle with the fact that they 're playing characters who sometimes feel more like literary conceits than flesh-and-blood humans .",3
140432,7621,A winning piece of work filled with love for the movies of the 1960s .,3
140442,7622,"Though the film is static , its writer-director 's heart is in the right place , his plea for democracy and civic action laudable .",3
140465,7623,Griffin & Co. manage to be spectacularly outrageous .,4
140475,7624,"Like The English Patient and The Unbearable Lightness of Being , The Hours is one of those reputedly `` unfilmable '' novels that has bucked the odds to emerge as an exquisite motion picture in its own right .",3
140510,7625,`` Auto Focus '' works as an unusual biopic and document of male swingers in the Playboy era,3
140529,7626,"Very amusing , not the usual route in a thriller , and the performances are odd and pixilated and sometimes both .",3
140547,7627,"Max pokes , provokes , takes expressionistic license and hits a nerve ... as far as art is concerned , it 's mission accomplished .",3
140571,7628,"Authentic , and at times endearing , humorous , spooky , educational , but at other times as bland as a block of snow .",2
140593,7629,"Yakusho , as always , is wonderful as the long-faced sad sack ... and his chemistry with Shimizu is very believable .",4
140616,7630,"By no means a slam-dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act , it still comes off as a touching , transcendent love story .",1
140651,7631,All the characters are clinically depressed and have abandoned their slim hopes and dreams .,1
140665,7632,"At its worst , it 's Rambo - meets-John Ford .",2
140675,7633,It 's about issues most adults have to face in marriage and I think that 's what I liked about it -- the real issues tucked between the silly and crude storyline .,3
140706,7634,It goes on for too long and bogs down in a surfeit of characters and unnecessary subplots .,0
140718,7635,"Costner 's warm-milk persona is just as ill-fitting as Shadyac 's perfunctory directing chops , and some of the more overtly silly dialogue would sink Laurence Olivier .",1
140747,7636,Although it does n't always hang together -- violence and whimsy do n't combine easily -- `` Cherish '' certainly is n't dull .,2
140765,7637,It 's a perfect show of respect to just one of those underrated professionals who deserve but rarely receive it .,4
140785,7638,"Further sad evidence that Tom Tykwer , director of the resonant and sense-spinning Run Lola Run , has turned out to be a one-trick pony -- a maker of softheaded metaphysical claptrap .",0
140823,7639,"The screenplay does too much meandering , Norton has to recite bland police procedural details , Fiennes wanders around in an attempt to seem weird and distanced , Hopkins looks like a drag queen .",1
140855,7640,Plays out with a dogged and eventually winning squareness that would make it the darling of many a kids-and-family-oriented cable channel .,3
140877,7641,"A vivid , sometimes surreal , glimpse into the mysteries of human behavior .",3
140888,7642,"A 94-minute travesty of unparalleled proportions , writer-director Parker seems to go out of his way to turn the legendary wit 's classic mistaken identity farce into brutally labored and unfunny hokum .",0
140923,7643,"Pan Nalin 's exposition is beautiful and mysterious , and the interviews that follow , with the practitioners of this ancient Indian practice , are as subtle and as enigmatic .",3
140954,7644,The innocence of holiday cheer ai n't what it used to be .,2
140961,7645,Do n't let the subtitles fool you ; the movie only proves that Hollywood no longer has a monopoly on mindless action .,1
140980,7646,Acting can not be acted .,2
140984,7647,What does n't this film have that an impressionable kid could n't stand to hear ?,3
140997,7648,"A pleasant and engaging enough sit , but in trying to have the best of both worlds it ends up falling short as a whole .",1
141018,7649,"What saves it ... and makes it one of the better video-game-based flicks , is that the film acknowledges upfront that the plot makes no sense , such that the lack of linearity is the point of emotional and moral departure for protagonist Alice .",3
141059,7650,But it 's hardly a necessary enterprise .,1
141065,7651,The trailer is a riot .,4
141070,7652,Disappointing in comparison to other recent war movies ... or any other John Woo flick for that matter .,1
141083,7653,"This enthralling documentary ... is at once playful and haunting , an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends .",4
141111,7654,"Very well made , but does n't generate a lot of tension .",2
141119,7655,An engaging criminal romp that will have viewers guessing just who 's being conned right up to the finale .,3
141137,7656,"Directing with a sure and measured hand , -LRB- Haneke -RRB- steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology .",3
141166,7657,"This is a film about the irksome , tiresome nature of complacency that remains utterly satisfied to remain the same throughout .",1
141187,7658,"For the most part , the film does hold up pretty well .",3
141194,7659,"Stands as one of the year 's most intriguing movie experiences , letting its imagery speak for it while it forces you to ponder anew what a movie can be .",4
141220,7660,"Lucy 's a dull girl , that 's all .",1
141228,7661,"While we want MacDowell 's character to retrieve her husband , we have to ask whether her personal odyssey trumps the carnage that claims so many lives around her .",2
141257,7662,It may also be the best sex comedy about environmental pollution ever made .,4
141267,7663,"In the wake of Saving Private Ryan , Black Hawk Down and We Were Soldiers , you are likely to be as heartily sick of mayhem as Cage 's war-weary marine .",1
141295,7664,"The holes in this film remain agape -- holes punched through by an inconsistent , meandering , and sometimes dry plot .",1
141316,7665,"He does n't , however , deliver nearly enough of the show 's trademark style and flash .",1
141327,7666,-LRB- Hell is -RRB- looking down at your watch and realizing Serving Sara is n't even halfway through .,0
141340,7667,"Supposedly based upon real , or at least soberly reported incidents , the film ends with a large human tragedy .",2
141359,7668,"An inventive , absorbing movie that 's as hard to classify as it is hard to resist .",4
141374,7669,"A finely tuned mood piece , a model of menacing atmosphere .",4
141384,7670,"The film is small in scope , yet perfectly formed .",4
141393,7671,"Even if Invincible is not quite the career peak that The Pianist is for Roman Polanski , it demonstrates that Werner Herzog can still leave us with a sense of wonder at the diverse , marvelously twisted shapes history has taken .",3
141431,7672,It 's just a little too self-satisfied .,2
141436,7673,"Slow , dry , poorly cast , but beautifully shot .",2
141443,7674,"A movie that will surely be profane , politically charged music to the ears of Cho 's fans .",3
141458,7675,"... Stylistically , the movie is a disaster .",0
141464,7676,"If routine action and jokes like this are your cup of tea , then pay your $ 8 and get ready for the big shear .",1
141486,7677,"This cinema verite speculation on the assassination of John F. Kennedy may have been inspired by Blair Witch , but it takes its techniques into such fresh territory that the film never feels derivative .",3
141521,7678,"Given too much time to consider the looseness of the piece , the picture begins to resemble the shapeless , grasping actors ' workshop that it is .",0
141544,7679,Suffers from a flat script and a low budget .,1
141552,7680,Marshall puts a suspenseful spin on standard horror flick formula .,3
141561,7681,"What they 're doing is a matter of plumbing arrangements and mind games , of no erotic or sensuous charge .",1
141581,7682,"A sloppy , amusing comedy that proceeds from a stunningly unoriginal premise .",3
141592,7683,"Each story is built on a potentially interesting idea , but the first two are ruined by amateurish writing and acting , while the third feels limited by its short running time .",1
141620,7684,"At three hours and with very little story or character development , there is plenty of room for editing , and a much shorter cut surely would have resulted in a smoother , more focused narrative without sacrificing any of the cultural intrigue .",1
141662,7685,Manages to be both hugely entertaining and uplifting .,4
141670,7686,"Instead of letting the laughs come as they may , Lawrence unleashes his trademark misogyny -- er , comedy -- like a human volcano or an overflowing septic tank , take your pick .",0
141704,7687,The Paradiso 's rusted-out ruin and ultimate collapse during the film 's final -LRB- restored -RRB- third ... emotionally belittle a cinema classic .,0
141729,7688,It 's quite diverting nonsense .,1
141734,7689,Witless and utterly pointless .,1
141738,7690,"Tsai has managed to create an underplayed melodrama about family dynamics and dysfunction that harks back to the spare , unchecked heartache of Yasujiro Ozu .",2
141766,7691,"The more you think about the movie , the more you will probably like it .",3
141775,7692,The director seems to take an unseemly pleasure in -LRB- the characters ' -RRB- misery and at the same time to congratulate himself for having the guts to confront it .,1
141803,7693,It 's secondary to American Psycho but still has claws enough to get inside you and stay there for a couple of hours .,3
141826,7694,"At its worst the screenplay is callow , but at its best it is a young artist 's thoughtful consideration of fatherhood .",2
141843,7695,"The film 's best trick is the way that it treats conspiracy as a kind of political Blair Witch , a monstrous murk that haunts us precisely because it can never be seen .",2
141871,7696,"This is an extraordinary film , not least because it is Japanese and yet feels universal .",4
141886,7697,And that holds true for both the movie and the title character played by Brendan Fraser .,2
141900,7698,"Forages for audience sympathy like a temperamental child begging for attention , giving audiences no reason to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining .",0
141935,7699,"Too smart to ignore but a little too smugly superior to like , this could be a movie that ends up slapping its target audience in the face by shooting itself in the foot .",1
141961,7700,"It 's neither as sappy as Big Daddy nor as anarchic as Happy Gilmore or The Waterboy , but it has its moments .",3
141985,7701,"Although I did n't hate this one , it 's not very good either .",1
141995,7702,Well-made but mush-hearted .,3
141999,7703,Fun and nimble .,4
142001,7704,Unfolds in a series of achronological vignettes whose cumulative effect is chilling .,3
142012,7705,"Sitting in the third row of the IMAX cinema at Sydney 's Darling Harbour , but I sometimes felt as though I was in the tiny two seater plane that carried the giant camera around Australia , sweeping and gliding , banking and hovering over some of the most not",3
142066,7706,Just a Kiss is a just a waste .,1
142073,7707,The gags are often a stitch .,3
142077,7708,"Captivates as it shows excess in business and pleasure , allowing us to find the small , human moments , and leaving off with a grand whimper .",3
142102,7709,"Piccoli 's performance is amazing , yes , but the symbols of loss and denial and life-at-arm 's - length in the film seem irritatingly transparent .",1
142126,7710,For single digits kidlets Stuart Little 2 is still a no brainer .,2
142136,7711,"Beyond the cleverness , the weirdness and the pristine camerawork , One Hour Photo is a sobering meditation on why we take pictures .",3
142158,7712,Dramas like this make it human .,4
142163,7713,A very good film sits in the place where a masterpiece should be .,3
142172,7714,The Country Bears has no scenes that will upset or frighten young viewers .,2
142184,7715,"The 70-year-old Godard has become , to judge from In Praise of Love , the sort of bitter old crank who sits behind his light meter and harangues the supposed injustices of the artistic world-at-large without doing all that much to correct them .",2
142229,7716,"An ambitious , guilt-suffused melodrama crippled by poor casting .",1
142239,7717,"Constantly touching , surprisingly funny , semi-surrealist exploration of the creative act .",3
142251,7718,"Impossible as it may sound , this film 's heart is even more embracing than Monty , if only because it accepts nasty behavior and severe flaws as part of the human condition .",4
142278,7719,"Director Yu seems far more interested in gross-out humor than in showing us well-thought stunts or a car chase that we have n't seen 10,000 times .",1
142303,7720,Just a Kiss wants desperately to come off as a fanciful film about the typical problems of average people .,2
142319,7721,"Dodgy mixture of cutesy romance , dark satire and murder mystery .",2
142329,7722,"Cox offers plenty of glimpses at existing photos , but there are no movies of Nijinsky , so instead the director treats us to an aimless hodgepodge .",0
142354,7723,... a true delight .,4
142356,7724,Cinematic poetry showcases the city 's old-world charm before machines change nearly everything .,3
142370,7725,"The performances are so overstated , the effect comes off as self-parody .",0
142378,7726,"The production has been made with an enormous amount of affection , so we believe these characters love each other .",4
142394,7727,"The movie ends with outtakes in which most of the characters forget their lines and just utter ` uhhh , ' which is better than most of the writing in the movie .",1
142419,7728,"Frei assembles a fascinating profile of a deeply humanistic artist who , in spite of all that he 's witnessed , remains surprisingly idealistic , and retains an extraordinary faith in the ability of images to communicate the truth of the world around him .",3
142459,7729,"A moving , if uneven , success .",3
142465,7730,"Jeong-Hyang Lee 's film is deceptively simple , deeply satisfying .",3
142471,7731,Yes .,3
142472,7732,Every note rings false .,1
142476,7733,An extraordinarily silly thriller .,2
142480,7734,A seriously bad film with seriously warped logic by writer-director Kurt Wimmer at the screenplay level .,1
142498,7735,"A work of extraordinary journalism , but it is also a work of deft and subtle poetry .",4
142513,7736,Kids who are into this Thornberry stuff will probably be in wedgie heaven .,3
142527,7737,An ingenious and often harrowing look at damaged people and how families can offer either despair or consolation .,3
142544,7738,A literary detective story is still a detective story and aficionados of the whodunit wo n't be disappointed .,3
142555,7739,Cinematic poo .,0
142558,7740,As we have come to learn -- as many times as we have fingers to count on -- Jason is a killer who does n't know the meaning of the word ` quit . ',2
142588,7741,"Director George Hickenlooper has had some success with documentaries , but here his sense of story and his juvenile camera movements smack of a film school undergrad , and his maudlin ending might not have gotten him into film school in the first place .",1
142626,7742,"The film is filled with humorous observations about the general absurdity of modern life as seen through the eyes outsiders , but deftly manages to avoid many of the condescending stereotypes that so often plague films dealing with the mentally ill .",3
142663,7743,So putrid it is not worth the price of the match that should be used to burn every print of the film .,0
142682,7744,It 's as if De Palma spent an hour setting a fancy table and then served up Kraft Macaroni and Cheese .,0
142702,7745,Morvern rocks .,4
142704,7746,"Shanghai Ghetto should be applauded for finding a new angle on a tireless story , but you might want to think twice before booking passage .",2
142732,7747,"In old-fashioned screenwriting parlance , Ms. Shreve 's novel proved too difficult a text to ` lick , ' despite the efforts of a first-rate cast .",1
142757,7748,"I ca n't remember the last time I saw an audience laugh so much during a movie , but there 's only one problem ... it 's supposed to be a drama .",2
142781,7749,A treat for its depiction on not giving up on dreams when you 're a struggling nobody .,3
142796,7750,The obnoxious title character provides the drama that gives added clout to this doc .,3
142809,7751,"Not only does the thoroughly formulaic film represent totally exemplify middle-of-the-road mainstream , it also represents glossy Hollywood at its laziest .",0
142832,7752,"If you 've got a house full of tots -- do n't worry , this will be on video long before they grow up and you can wait till then .",1
142859,7753,This is rote drivel aimed at Mom and Dad 's wallet .,1
142870,7754,"Bisset delivers a game performance , but she is unable to save the movie .",2
142883,7755,"Analyze That regurgitates and waters down many of the previous film 's successes , with a few new swings thrown in .",2
142902,7756,It depends on how well flatulence gags fit into your holiday concept .,2
142913,7757,"Not as good as The Full Monty , but a really strong second effort .",3
142925,7758,A penetrating glimpse into the tissue-thin ego of the stand-up comic .,2
142933,7759,The whole mess boils down to a transparently hypocritical work that feels as though it 's trying to set the women 's liberation movement back 20 years . ',0
142958,7760,"If you like quirky , odd movies and\/or the ironic , here 's a fun one .",4
142974,7761,"Laced with liberal doses of dark humor , gorgeous exterior photography , and a stable-full of solid performances , No Such Thing is a fascinating little tale .",4
142999,7762,A captivating and intimate study about dying and loving ...,4
143007,7763,"We get light showers of emotion a couple of times , but then -- strangely -- these wane to an inconsistent and ultimately unsatisfying drizzle .",2
143031,7764,"Enjoyably dumb , sweet , and intermittently hilarious -- if you 've a taste for the quirky , steal a glimpse .",3
143050,7765,Schneidermeister ... Makin ' a fool of himself ... Losin ' his fan base ...,1
143067,7766,Nicks and Steinberg match their own creations for pure venality -- that 's giving it the old college try .,1
143087,7767,"It 's an effort to watch this movie , but it eventually pays off and is effective if you stick with it .",3
143105,7768,"Unfortunately , Kapur modernizes A.E.W. Mason 's story to suit the sensibilities of a young American , a decision that plucks `` The Four Feathers '' bare .",0
143133,7769,"Who , exactly , is fighting whom here ?",1
143141,7770,"A melancholy , emotional film .",2
143146,7771,"This ready-made midnight movie probably wo n't stand the cold light of day , but under the right conditions , it 's goofy -LRB- if not entirely wholesome -RRB- fun .",3
143175,7772,Rarely has a film 's title served such dire warning .,0
143185,7773,"A bittersweet film , simple in form but rich with human events .",3
143196,7774,"A delightful stimulus for the optic nerves , so much that it 's forgivable that the plot feels like every other tale of a totalitarian tomorrow .",3
143224,7775,Is n't it a bit early in his career for director Barry Sonnenfeld to do a homage to himself ?,1
143238,7776,"A breathtaking adventure for all ages , Spirit tells its poignant and uplifting story in a stunning fusion of music and images .",4
143258,7777,"More concerned with overall feelings , broader ideas , and open-ended questions than concrete story and definitive answers , Soderbergh 's Solaris is a gorgeous and deceptively minimalist cinematic tone poem .",4
143287,7778,"Feels like pieces a bunch of other , better movies slapped together .",1
143299,7779,"Maybe you 'll be lucky , and there 'll be a power outage during your screening so you can get your money back .",0
143322,7780,"Jones helps breathe some life into the insubstantial plot , but even he is overwhelmed by predictability .",2
143340,7781,"The spaniel-eyed Jean Reno infuses Hubert with a mixture of deadpan cool , wry humor and just the measure of tenderness required to give this comic slugfest some heart .",3
143370,7782,Imagine O. Henry 's The Gift of the Magi relocated to the scuzzy underbelly of NYC 's drug scene .,0
143392,7783,"Ash Wednesday is not Edward Burns ' best film , but it is a good and ambitious film .",3
143404,7784,"It 's a feel-bad ending for a depressing story that throws a bunch of hot-button items in the viewer 's face and asks to be seen as hip , winking social commentary .",0
143435,7785,Lan Yu seems altogether too slight to be called any kind of masterpiece .,1
143446,7786,"Woody , what happened ?",1
143450,7787,"Like its New England characters , most of whom wander about in thick clouds of denial , the movie eventually gets around to its real emotional business , striking deep chords of sadness .",3
143483,7788,"A film which presses familiar Herzog tropes into the service of a limpid and conventional historical fiction , when really what we demand of the director is to be mesmerised .",1
143513,7789,"It is a likable story , told with competence .",3
143522,7790,"If The Tuxedo actually were a suit , it would fit Chan like a $ 99 bargain-basement special .",1
143540,7791,"The film is grossly contradictory in conveying its social message , if indeed there is one .",1
143554,7792,"One long , numbing action sequence made up mostly of routine stuff Yuen has given us before .",1
143570,7793,Oliveira seems to pursue silent film representation with every mournful composition .,2
143584,7794,"Ratliff 's two previous titles , Plutonium Circus and Purgatory County show his penchant for wry , contentious configurations , and this film is part of that delicate canon .",3
143616,7795,Sandra Bullock 's best dramatic performance to date -LRB- is -RRB- almost enough to lift -LRB- this -RRB- thrill-kill cat-and-mouser ... above its paint-by-numbers plot .,2
143639,7796,"It might not be 1970s animation , but everything else about it is straight from the Saturday morning cartoons -- a retread story , bad writing , and the same old silliness .",0
143667,7797,"Soulless and -- even more damning -- virtually joyless , XXX achieves near virtuosity in its crapulence .",0
143685,7798,The locations go from stark desert to gorgeous beaches .,3
143695,7799,Its appeal will probably limited to LDS Church members and undemanding armchair tourists .,1
143711,7800,"It follows the Blair Witch formula for an hour , in which we 're told something creepy and vague is in the works , and then it goes awry in the final 30 minutes .",1
143741,7801,Does an impressive job of relating the complicated history of the war and of filling in the background .,3
143757,7802,"Rich in atmosphere of the post-war art world , it manages to instruct without reeking of research library dust .",3
143780,7803,"Just a string of stale gags , with no good inside dope , and no particular bite .",1
143796,7804,Tres Greek writer and star Nia Vardalos has crafted here a worldly-wise and very funny script .,3
143814,7805,Summer 's far too fleeting to squander on offal like this .,2
143825,7806,"Baran is shockingly devoid of your typical Majid Majidi shoe-loving , crippled children .",1
143840,7807,"After one gets the feeling that the typical Hollywood disregard for historical truth and realism is at work here , it 's a matter of finding entertainment in the experiences of Zishe and the fiery presence of Hanussen .",3
143874,7808,Post 9\/11 the philosophical message of `` Personal Freedom First '' might not be as palatable as intended .,2
143890,7809,"Slap me , I saw this movie .",0
143895,7810,The movie is like Scorsese 's Mean Streets redone by someone who ignored it in favor of old ` juvenile delinquent ' paperbacks with titles like Leather Warriors and Switchblade Sexpot .,1
143927,7811,The film 's maudlin focus on the young woman 's infirmity and her naive dreams play like the worst kind of Hollywood heart-string plucking .,1
143947,7812,Maryam is more timely now than ever .,3
143953,7813,A feel-good movie that does n't give you enough to feel good about .,1
143963,7814,The Ring never lets you off the hook .,3
143968,7815,Like most movies about the pitfalls of bad behavior ... Circuit gets drawn into the party .,1
143980,7816,"The filmmaker ascends , literally , to the Olympus of the art world , but he would have done well to end this flawed , dazzling series with the raising of something other than his own cremaster .",2
144017,7817,"The heedless impetuousness of youth is on full , irritating display in -LRB- this -RRB- meandering and pointless French coming-of-age import from writer-director Anne-Sophie Birot .",0
144041,7818,"The Sum of All Fears is remarkably fuddled about motives and context , which drains it of the dramatic substance that would shake us in our boots -LRB- or cinema seats -RRB- .",1
144070,7819,Low rent from frame one .,1
144073,7820,"The film fits into a genre that has been overexposed , redolent of a thousand cliches , and yet remains uniquely itself , vibrant with originality .",3
144098,7821,The most repugnant adaptation,0
144111,7822,Glazed with a tawdry B-movie scum .,0
144119,7823,A decided lack of spontaneity in its execution and a dearth of real poignancy in its epiphanies .,0
144134,7824,Comedy troupe Broken Lizard 's first movie is very funny but too concerned with giving us a plot .,2
144149,7825,"If you 're willing to have fun with it , you wo n't feel cheated by the high infidelity of Unfaithful .",3
144168,7826,"If you want a movie time trip , the 1960 version is a far smoother ride .",1
144184,7827,"Filmmakers David Weissman and Bill Weber benefit enormously from the Cockettes ' camera craziness -- not only did they film performances , but they did the same at home .",3
144213,7828,"Benigni presents himself as the boy puppet Pinocchio , complete with receding hairline , weathered countenance and American Breckin Meyer 's ridiculously inappropriate Valley Boy voice .",2
144246,7829,Will anyone who is n't a Fangoria subscriber be excited that it has n't gone straight to video ?,1
144261,7830,Most of the characters come off as pantomimesque sterotypes .,2
144268,7831,A gripping drama .,4
144270,7832,Darkly funny and frequently insightful .,4
144274,7833,A spooky yarn of demonic doings on the high seas that works better the less the brain is engaged .,1
144293,7834,The only young people who possibly will enjoy it are infants ... who might be distracted by the movie 's quick movements and sounds .,1
144315,7835,Sayles ... once again strands his superb performers in the same old story .,1
144327,7836,"An unforgettable look at morality , family , and social expectation through the prism of that omnibus tradition called marriage .",3
144347,7837,"Weaver and LaPaglia are both excellent , in the kind of low-key way that allows us to forget that they are actually movie folk .",4
144365,7838,"smart , funny and just honest enough to provide the pleasures of a slightly naughty , just-above-average off - Broadway play .",4
144385,7839,"This is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be .",0
144404,7840,"For a debut film , Skin of Man , Heart of Beast feels unusually assured .",2
144418,7841,It sucked .,0
144420,7842,But how it washed out despite all of that is the project 's prime mystery .,1
144432,7843,"As broad and cartoonish as the screenplay is , there is an accuracy of observation in the work of the director , Frank Novak , that keeps the film grounded in an undeniable social realism .",3
144462,7844,-LRB- `` Take Care of My Cat '' -RRB- is an honestly nice little film that takes us on an examination of young adult life in urban South Korea through the hearts and minds of the five principals .,3
144498,7845,"More successful at relating history than in creating an emotionally complex , dramatically satisfying heroine",1
144511,7846,"Imagine the CleanFlicks version of ` Love Story , ' with Ali MacGraw 's profanities replaced by romance-novel platitudes .",1
144534,7847,... built on the premise that middle-class Arkansas consists of monster truck-loving good ol' boys and peroxide blond honeys whose worldly knowledge comes from TV reruns and supermarket tabloids .,1
144571,7848,"Oversexed , at times overwrought comedy\/drama that offers little insight into the experience of being forty , female and single .",0
144590,7849,Cho continues her exploration of the outer limits of raunch with considerable brio .,3
144602,7850,"Even if you do n't know the band or the album 's songs by heart , you will enjoy seeing how both evolve , and you will also learn a good deal about the state of the music business in the 21st Century .",3
144643,7851,An off-beat and fanciful film about the human need for monsters to blame for all that is amiss in the world .,3
144662,7852,"The fun of the movie is the chance it affords to watch Jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad .",4
144689,7853,"The power of this script , and the performances that come with it , is that the whole damned thing did n't get our moral hackles up .",2
144713,7854,A sharp satire of desperation and cinematic deception .,3
144721,7855,"Stale , futile scenario .",1
144725,7856,"With a tone as variable as the cinematography , Schaeffer 's film never settles into the light-footed enchantment the material needs , and the characters ' quirks and foibles never jell into charm .",1
144756,7857,"`` Frailty '' has been written so well , that even a simple `` Goddammit ! ''",3
144771,7858,Feels familiar and tired .,1
144774,7859,"Despite the holes in the story and the somewhat predictable plot , moments of the movie caused me to jump in my chair ...",2
144793,7860,Runs on the pure adrenalin of Pacino 's performance .,4
144803,7861,"Borstal Boy represents the worst kind of filmmaking , the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy .",0
144823,7862,Mr. Scorsese 's bravery and integrity in advancing this vision can hardly be underestimated .,3
144836,7863,The movie is a mess from start to finish .,1
144841,7864,"A distinguished and thoughtful film , marked by acute writing and a host of splendid performances .",4
144856,7865,"Demonstrates the unusual power of thoughtful , subjective filmmaking .",4
144866,7866,"In other words , about as bad a film you 're likely to see all year .",0
144875,7867,"A fine production with splendid singing by Angela Gheorghiu , Ruggero Raimondi , and Roberto Alagna .",4
144890,7868,The most ill-conceived animated comedy since the 1991 dog Rover Dangerfield .,2
144904,7869,"Even during the climactic hourlong cricket match , boredom never takes hold .",3
144917,7870,"Aptly named , this shimmering , beautifully costumed and filmed production does n't work for me .",2
144934,7871,"An unremittingly ugly movie to look at , listen to , and think about , it is quite possibly the sturdiest example yet of why the DV revolution has cheapened the artistry of making a film .",0
144969,7872,Meant for Star Wars fans .,2
144974,7873,It 's that painful .,0
144978,7874,"The film , like Jimmy 's routines , could use a few good laughs .",1
